Make,Type,Price,Region,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,CarAge
Škoda,Fabia,6000.0,Riyadh,0,Saudi,Standard,2007,1.2,219000,0,19
Škoda,Superb,15000.0,Riyadh,0,Other,Semi Full,2008,1.8,200000,0,18
Škoda,Superb,15000.0,Riyadh,1,Other,Semi Full,2008,1.8,200000,0,18
Aston Martin,DB9,180000.0,Dammam,0,Saudi,Full,2010,6.0,71000,0,16
Aston Martin,DB9,180000.0,Dammam,1,Saudi,Full,2010,6.0,71000,0,16
Aston Martin,Vanquish,400000.0,Dammam,0,Saudi,Full,2013,6.0,32000,0,13
Aston Martin,Vanquish,400000.0,Dammam,1,Saudi,Full,2013,6.0,32000,0,13
Aston Martin,Vantage,550000.0,Dammam,0,Saudi,Full,2012,6.0,880,0,14
Audi,A3,105000.0,Jeddah,0,Saudi,Semi Full,2020,1.4,6000,0,6
Audi,A3,105000.0,Jeddah,1,Saudi,Semi Full,2020,1.4,6000,0,6
Audi,A3,70000.0,Jeddah,0,Saudi,Full,2016,1.4,59000,0,10
Audi,A3,70000.0,Jeddah,1,Saudi,Full,2016,1.4,59000,0,10
Audi,A3,69500.0,Riyadh,0,Saudi,Semi Full,2016,1.4,70278,0,10
Audi,A3,69500.0,Riyadh,1,Saudi,Semi Full,2016,1.4,70278,0,10
Audi,A3,68000.0,Riyadh,1,Saudi,Semi Full,2016,2.0,70000,0,10
Audi,A3,68000.0,Riyadh,1,Saudi,Semi Full,2016,2.0,70000,0,10
Audi,A4,45000.0,Riyadh,1,Gulf Arabic,Full,2013,2.0,250000,0,13
Audi,A4,27000.0,Jeddah,0,Gulf Arabic,Full,2009,1.8,223000,0,17
Audi,A4,27000.0,Jeddah,1,Gulf Arabic,Full,2009,1.8,223000,0,17
Audi,A4,33000.0,Dammam,1,Gulf Arabic,Full,2014,2.0,324000,1,12
Audi,A4,33000.0,Dammam,1,Gulf Arabic,Full,2014,2.0,324000,1,12
Audi,A5,80000.0,Riyadh,1,Saudi,Full,2016,2.0,108000,0,10
Audi,A5,80000.0,Riyadh,1,Saudi,Full,2016,2.0,108000,0,10
Audi,A5,40000.0,Al-Medina,0,Saudi,Full,2011,2.1,218000,0,15
Audi,A5,40000.0,Al-Medina,1,Saudi,Full,2011,2.1,218000,0,15
Audi,A6,245000.0,Dammam,1,Other,Full,2021,2.0,1800,0,5
Audi,A6,230000.0,Makkah,1,Saudi,Semi Full,2021,2.0,5000,0,5
Audi,A6,90000.0,Jeddah,1,Saudi,Full,2016,3.0,77000,0,10
Audi,A6,90000.0,Jeddah,1,Saudi,Full,2016,3.0,77000,0,10
Audi,A6,88000.0,Al-Medina,1,Saudi,Semi Full,2018,3.0,92000,0,8
Audi,A6,88000.0,Al-Medina,1,Saudi,Semi Full,2018,3.0,92000,0,8
Audi,A6,85000.0,Jeddah,0,Saudi,Full,2014,3.5,79000,0,12
Audi,A6,85000.0,Jeddah,1,Saudi,Full,2014,3.5,79000,0,12
Audi,A6,75000.0,Riyadh,1,Saudi,Full,2015,3.0,77000,0,11
Audi,A6,71500.0,Riyadh,1,Saudi,Semi Full,2013,3.0,74924,0,13
Audi,A6,71500.0,Riyadh,1,Saudi,Semi Full,2013,3.0,74924,0,13
Audi,A6,70000.0,Riyadh,0,Saudi,Semi Full,2013,3.0,75000,0,13
Audi,A6,70000.0,Riyadh,1,Saudi,Semi Full,2013,3.0,75000,0,13
Audi,A6,104538.0,Al-Medina,1,Gulf Arabic,Full,2015,2.3,120000,1,11
Audi,A6,104538.0,Riyadh,1,Saudi,Full,2016,5.0,94000,1,10
Audi,A6,104538.0,Al-Medina,1,Gulf Arabic,Full,2015,2.3,120000,1,11
Audi,A6,104538.0,Riyadh,1,Saudi,Semi Full,2008,2.4,312000,1,18
Audi,A6,104538.0,Riyadh,1,Saudi,Full,2016,3.0,30000,1,10
Audi,A7,135000.0,Makkah,0,Saudi,Full,2017,2.0,127000,0,9
Audi,A7,135000.0,Makkah,1,Saudi,Full,2017,2.0,127000,0,9
Audi,A7,125000.0,Dammam,0,Saudi,Full,2016,3.0,130000,0,10
Audi,A7,125000.0,Dammam,1,Saudi,Full,2016,3.0,130000,0,10
Audi,A7,130000.0,Riyadh,1,Saudi,Full,2014,2.8,182000,1,12
Audi,A7,130000.0,Riyadh,1,Saudi,Full,2014,2.8,182000,1,12
Audi,A8,325000.0,Dammam,1,Saudi,Full,2019,3.0,41000,0,7
Audi,A8,325000.0,Dammam,1,Saudi,Full,2019,3.0,41000,0,7
Audi,A8,315000.0,Dammam,1,Gulf Arabic,Full,2018,3.0,68800,0,8
Audi,A8,315000.0,Dammam,1,Gulf Arabic,Full,2018,3.0,68800,0,8
Audi,A8,310000.0,Dammam,1,Gulf Arabic,Full,2018,3.0,44500,0,8
Audi,A8,180000.0,Makkah,0,Saudi,Full,2015,3.0,85000,0,11
Audi,A8,180000.0,Makkah,1,Saudi,Full,2015,3.0,85000,0,11
Audi,A8,165000.0,Dammam,1,Saudi,Full,2016,3.0,42000,0,10
Audi,A8,165000.0,Dammam,1,Saudi,Full,2016,3.0,42000,0,10
Audi,A8,110000.0,Riyadh,1,Other,Full,2015,3.0,9400,0,11
Audi,A8,110000.0,Riyadh,1,Other,Full,2015,3.0,9400,0,11
Audi,A8,108000.0,Riyadh,1,Other,Full,2013,4.0,100000,0,13
Audi,A8,108000.0,Riyadh,1,Other,Full,2013,4.0,100000,0,13
Audi,A8,91000.0,Riyadh,1,Saudi,Full,2013,3.0,130,0,13
Audi,A8,90000.0,Riyadh,1,Saudi,Semi Full,2014,3.0,160,0,12
Audi,A8,85000.0,Jeddah,0,Saudi,Full,2013,3.0,134000,0,13
Audi,A8,85000.0,Jeddah,1,Saudi,Full,2013,3.0,134000,0,13
Audi,A8,19000.0,Dammam,1,Saudi,Full,2007,3.2,180000,0,19
Audi,A8,171444.0,Riyadh,0,Saudi,Semi Full,2015,3.0,137000,1,11
Audi,A8,171444.0,Riyadh,0,Gulf Arabic,Semi Full,2016,3.0,125000,1,10
Audi,A8,171444.0,Riyadh,0,Saudi,Full,2015,5.0,56000,1,11
Audi,A8,171444.0,Riyadh,0,Saudi,Full,2014,3.0,175,1,12
Audi,A8,171444.0,Riyadh,1,Other,Full,2012,3.0,68000,1,14
Audi,A8,171444.0,Dammam,1,Saudi,Full,2016,6.3,62000,1,10
Audi,A8,171444.0,Riyadh,1,Saudi,Full,2013,3.0,172678,1,13
Audi,A8,171444.0,Riyadh,1,Saudi,Full,2014,3.0,175,1,12
Audi,A8,171444.0,Dammam,1,Saudi,Full,2016,6.3,62000,1,10
Audi,A8,171444.0,Riyadh,1,Saudi,Full,2013,3.0,172678,1,13
Audi,A8,171444.0,Riyadh,1,Saudi,Semi Full,2015,3.0,137000,1,11
Audi,A8,171444.0,Riyadh,1,Saudi,Full,2015,5.0,56000,1,11
Audi,A8,171444.0,Riyadh,1,Gulf Arabic,Full,2011,3.0,199,1,15
Audi,A8,171444.0,Riyadh,1,Other,Full,2012,3.0,68000,1,14
Audi,A8,171444.0,Riyadh,1,Gulf Arabic,Semi Full,2016,3.0,125000,1,10
Audi,Q5,164000.0,Riyadh,1,Saudi,Full,2018,2.0,71000,0,8
Audi,Q5,155000.0,Dammam,1,Saudi,Full,2018,2.0,60000,0,8
Audi,Q5,141000.0,Jeddah,1,Saudi,Semi Full,2018,2.0,17859,0,8
Audi,Q5,141000.0,Jeddah,1,Saudi,Semi Full,2018,2.0,17859,0,8
Audi,Q5,138000.0,Jeddah,0,Saudi,Standard,2018,2.5,17000,0,8
Audi,Q5,138000.0,Jeddah,1,Saudi,Standard,2018,2.5,17000,0,8
Audi,Q5,31000.0,Jeddah,0,Saudi,Full,2012,2.0,339,0,14
Audi,Q5,31000.0,Jeddah,1,Saudi,Full,2012,2.0,339,0,14
Audi,Q5,117375.0,Jeddah,0,Saudi,Full,2010,2.0,120000,1,16
Audi,Q5,117375.0,Jeddah,1,Saudi,Full,2010,2.0,120000,1,16
Audi,Q7,50000.0,Riyadh,1,Saudi,Full,2007,7.0,180000,0,19
Audi,Q7,50000.0,Riyadh,1,Saudi,Full,2007,7.0,180000,0,19
Audi,S5,160000.0,Dammam,1,Saudi,Full,2018,3.0,79800,0,8
Audi,S5,160000.0,Dammam,1,Saudi,Full,2018,3.0,79800,0,8
Audi,S8,229000.0,Dammam,1,Gulf Arabic,Full,2016,4.0,42000,0,10
Audi,S8,229000.0,Dammam,1,Gulf Arabic,Full,2016,4.0,42000,0,10
Bentley,Arnage,772500.0,Jeddah,1,Saudi,Standard,2020,1.0,300,0,6
Bentley,Bentayga,850000.0,Dammam,1,Saudi,Full,2019,6.0,13000,0,7
Bentley,Bentayga,850000.0,Dammam,1,Saudi,Full,2019,6.0,13000,0,7
Bentley,Flying Spur,330000.0,Dammam,1,Saudi,Full,2014,6.0,41000,0,12
Bentley,Flying Spur,310000.0,Dammam,1,Saudi,Full,2015,6.0,47000,0,11
Bentley,Flying Spur,310000.0,Dammam,1,Saudi,Full,2015,6.0,47000,0,11
Bentley,Flying Spur,220000.0,Makkah,0,Saudi,Full,2009,6.0,49000,0,17
Bentley,Flying Spur,220000.0,Makkah,1,Saudi,Full,2009,6.0,49000,0,17
Bentley,Flying Spur,175000.0,Dammam,0,Saudi,Full,2010,5.0,58000,0,16
Bentley,Flying Spur,175000.0,Dammam,1,Saudi,Full,2010,5.0,58000,0,16
Bentley,Flying Spur,100000.0,Jeddah,1,Saudi,Full,2011,6.0,183000,0,15
BMW,The 3,180000.0,Jeddah,1,Saudi,Semi Full,2021,2.0,3500,0,5
BMW,The 3,90000.0,Dammam,1,Saudi,Full,2018,2.0,96000,0,8
BMW,The 3,90000.0,Dammam,1,Saudi,Full,2018,2.0,96000,0,8
BMW,The 3,75000.0,Khobar,0,Saudi,Full,2017,1.4,110000,0,9
BMW,The 3,75000.0,Khobar,1,Saudi,Full,2017,1.4,110000,0,9
BMW,The 3,60000.0,Jeddah,0,Saudi,Full,2014,2.0,84000,0,12
BMW,The 3,60000.0,Jeddah,1,Saudi,Full,2014,2.0,84000,0,12
BMW,The 3,45000.0,Riyadh,0,Saudi,Semi Full,2013,2.0,156000,0,13
BMW,The 3,45000.0,Riyadh,1,Saudi,Semi Full,2013,2.0,156000,0,13
BMW,The 3,35000.0,Jeddah,0,Saudi,Full,2011,2.5,74000,0,15
BMW,The 3,35000.0,Jeddah,1,Saudi,Full,2011,2.5,74000,0,15
BMW,The 3,71818.0,Riyadh,0,Saudi,Full,2014,2.0,110000,1,12
BMW,The 3,71818.0,Riyadh,1,Saudi,Full,2014,2.0,110000,1,12
BMW,The 4,126500.0,Riyadh,1,Saudi,Semi Full,2015,2.0,88335,0,11
BMW,The 4,126500.0,Riyadh,1,Saudi,Semi Full,2015,2.0,88335,0,11
BMW,The 4,120000.0,Jeddah,1,Saudi,Full,2016,2.0,110000,0,10
BMW,The 4,120000.0,Jeddah,1,Saudi,Full,2016,2.0,110000,0,10
BMW,The 4,110000.0,Riyadh,1,Gulf Arabic,Full,2015,2.0,122000,0,11
BMW,The 4,110000.0,Riyadh,1,Gulf Arabic,Full,2015,2.0,122000,0,11
BMW,The 4,118833.0,Riyadh,0,Gulf Arabic,Full,2018,2.0,45000,1,8
BMW,The 4,118833.0,Riyadh,1,Gulf Arabic,Full,2018,2.0,45000,1,8
BMW,The 5,220000.0,Jeddah,1,Saudi,Full,2019,2.0,40000,0,7
BMW,The 5,220000.0,Jeddah,1,Saudi,Full,2019,2.0,40000,0,7
BMW,The 5,177000.0,Dammam,1,Gulf Arabic,Semi Full,2020,1.9,7800,0,6
BMW,The 5,177000.0,Dammam,1,Gulf Arabic,Semi Full,2020,1.9,7800,0,6
BMW,The 5,150000.0,Jeddah,0,Saudi,Semi Full,2019,2.0,29900,0,7
BMW,The 5,150000.0,Jeddah,1,Saudi,Semi Full,2019,2.0,29900,0,7
BMW,The 5,145000.0,Jubail,0,Gulf Arabic,Standard,2018,2.0,16000,0,8
BMW,The 5,145000.0,Jubail,1,Gulf Arabic,Standard,2018,2.0,16000,0,8
BMW,The 5,140000.0,Jeddah,0,Saudi,Standard,2019,2.5,38000,0,7
BMW,The 5,140000.0,Jeddah,1,Saudi,Standard,2019,2.5,38000,0,7
BMW,The 5,138000.0,Jeddah,0,Saudi,Standard,2019,2.0,49528,0,7
BMW,The 5,138000.0,Jeddah,1,Saudi,Standard,2019,2.0,49528,0,7
BMW,The 5,90000.0,Riyadh,1,Saudi,Semi Full,2016,2.0,66000,0,10
BMW,The 5,85000.0,Riyadh,1,Gulf Arabic,Full,2016,2.0,105000,0,10
BMW,The 5,80000.0,Jeddah,1,Saudi,Semi Full,2015,2.0,89000,0,11
BMW,The 5,80000.0,Jeddah,1,Saudi,Semi Full,2015,2.0,89000,0,11
BMW,The 5,65000.0,Riyadh,0,Saudi,Semi Full,2011,3.0,276000,0,15
BMW,The 5,65000.0,Riyadh,1,Saudi,Semi Full,2011,3.0,276000,0,15
BMW,The 5,61000.0,Riyadh,1,Saudi,Full,2016,2.0,120000,0,10
BMW,The 5,59000.0,Riyadh,1,Saudi,Full,2016,2.0,250000,0,10
BMW,The 5,57000.0,Khobar,0,Saudi,Standard,2014,2.0,150000,0,12
BMW,The 5,57000.0,Khobar,1,Saudi,Standard,2014,2.0,150000,0,12
BMW,The 5,30000.0,Riyadh,1,Other,Full,2008,4.8,285627,0,18
BMW,The 5,24000.0,Riyadh,0,Saudi,Full,2009,2.3,216500,0,17
BMW,The 5,24000.0,Riyadh,1,Saudi,Full,2009,2.3,216500,0,17
BMW,The 5,10000.0,Khobar,0,Gulf Arabic,Full,1997,2.0,300000,0,29
BMW,The 5,10000.0,Khobar,1,Gulf Arabic,Full,1997,2.0,300000,0,29
BMW,The 5,101370.0,Makkah,0,Other,Semi Full,2005,2.0,278878,1,21
BMW,The 5,101370.0,Riyadh,1,Saudi,Full,2017,2.0,165,1,9
BMW,The 5,101370.0,Makkah,1,Other,Semi Full,2005,2.0,278878,1,21
BMW,The 5,101370.0,Khobar,1,Saudi,Full,2018,3.0,103000,1,8
BMW,The 6,190000.0,Riyadh,1,Saudi,Semi Full,2016,3.0,39000,0,10
BMW,The 6,190000.0,Riyadh,1,Saudi,Semi Full,2016,3.0,39000,0,10
BMW,The 6,120000.0,Dammam,1,Saudi,Full,2013,3.0,108000,0,13
BMW,The 6,98000.0,Khobar,1,Saudi,Full,2014,3.0,206000,0,12
BMW,The 6,98000.0,Khobar,1,Saudi,Full,2014,3.0,206000,0,12
BMW,The 6,139200.0,Dammam,0,Gulf Arabic,Full,2015,3.0,137500,1,11
BMW,The 6,139200.0,Dammam,1,Gulf Arabic,Full,2015,3.0,137500,1,11
BMW,The 7,450000.0,Makkah,1,Saudi,Full,2021,2.0,2000,0,5
BMW,The 7,450000.0,Makkah,1,Saudi,Full,2021,2.0,2000,0,5
BMW,The 7,384900.0,Al-Ahsa,1,Gulf Arabic,Full,2021,2.0,1500,0,5
BMW,The 7,384900.0,Al-Ahsa,1,Gulf Arabic,Full,2021,2.0,1500,0,5
BMW,The 7,349000.0,Riyadh,0,Gulf Arabic,Full,2020,2.0,14000,0,6
BMW,The 7,349000.0,Riyadh,1,Gulf Arabic,Full,2020,2.0,14000,0,6
BMW,The 7,335000.0,Riyadh,0,Gulf Arabic,Full,2019,2.0,6000,0,7
BMW,The 7,335000.0,Riyadh,1,Gulf Arabic,Full,2019,2.0,6000,0,7
BMW,The 7,325000.0,Dammam,0,Gulf Arabic,Full,2020,2.0,4500,0,6
BMW,The 7,325000.0,Dammam,1,Gulf Arabic,Full,2020,2.0,4500,0,6
BMW,The 7,250000.0,Jubail,1,Gulf Arabic,Full,2018,2.0,12500,0,8
BMW,The 7,247000.0,Jeddah,1,Saudi,Full,2019,3.0,14000,0,7
BMW,The 7,247000.0,Jeddah,1,Saudi,Full,2019,3.0,14000,0,7
BMW,The 7,235000.0,Jeddah,1,Saudi,Full,2019,2.5,41000,0,7
BMW,The 7,230000.0,Riyadh,1,Saudi,Semi Full,2018,3.6,36000,0,8
BMW,The 7,230000.0,Riyadh,1,Saudi,Semi Full,2018,6.8,18000,0,8
BMW,The 7,230000.0,Riyadh,1,Saudi,Semi Full,2018,3.6,36000,0,8
BMW,The 7,230000.0,Riyadh,1,Saudi,Semi Full,2018,6.8,18000,0,8
BMW,The 7,225000.0,Riyadh,1,Saudi,Full,2018,3.0,19000,0,8
BMW,The 7,200000.0,Riyadh,0,Saudi,Full,2018,2.0,52000,0,8
BMW,The 7,200000.0,Riyadh,1,Saudi,Full,2018,2.0,52000,0,8
BMW,The 7,194000.0,Jeddah,1,Saudi,Semi Full,2019,2.0,49000,0,7
BMW,The 7,175000.0,Riyadh,1,Gulf Arabic,Full,2017,2.0,87000,0,9
BMW,The 7,175000.0,Riyadh,1,Gulf Arabic,Full,2017,2.0,87000,0,9
BMW,The 7,165000.0,Riyadh,1,Gulf Arabic,Full,2017,1.4,90000,0,9
BMW,The 7,165000.0,Riyadh,1,Gulf Arabic,Full,2017,1.4,90000,0,9
BMW,The 7,160000.0,Khobar,1,Saudi,Full,2016,2.0,161,0,10
BMW,The 7,150000.0,Dammam,0,Saudi,Full,2016,2.0,134000,0,10
BMW,The 7,150000.0,Dammam,1,Saudi,Full,2016,2.0,134000,0,10
BMW,The 7,110000.0,Riyadh,1,Gulf Arabic,Full,2015,3.6,142000,0,11
BMW,The 7,110000.0,Riyadh,1,Gulf Arabic,Full,2015,3.6,142000,0,11
BMW,The 7,107000.0,Jeddah,1,Saudi,Full,2015,3.0,110000,0,11
BMW,The 7,107000.0,Jeddah,1,Saudi,Full,2015,3.0,110000,0,11
BMW,The 7,105000.0,Jeddah,0,Saudi,Full,2015,3.5,110000,0,11
BMW,The 7,105000.0,Jeddah,1,Saudi,Full,2015,3.5,110000,0,11
BMW,The 7,100000.0,Al-Medina,0,Saudi,Full,2014,2.0,116000,0,12
BMW,The 7,100000.0,Al-Medina,1,Saudi,Full,2014,2.0,116000,0,12
BMW,The 7,90000.0,Jeddah,0,Saudi,Full,2014,6.0,182000,0,12
BMW,The 7,90000.0,Riyadh,0,Gulf Arabic,Full,2014,2.0,139000,0,12
BMW,The 7,90000.0,Riyadh,1,Gulf Arabic,Full,2014,2.0,139000,0,12
BMW,The 7,90000.0,Jeddah,1,Saudi,Full,2014,6.0,182000,0,12
BMW,The 7,65000.0,Jeddah,1,Saudi,Full,2011,2.0,115,0,15
BMW,The 7,65000.0,Jeddah,1,Saudi,Full,2011,2.0,115,0,15
BMW,The 7,50000.0,Jeddah,1,Saudi,Semi Full,2012,2.0,197000,0,14
BMW,The 7,50000.0,Jeddah,1,Saudi,Semi Full,2012,2.0,197000,0,14
BMW,The 7,49000.0,Riyadh,1,Saudi,Full,2004,6.6,70000,0,22
BMW,The 7,48000.0,Jeddah,0,Saudi,Full,2009,1.0,327000,0,17
BMW,The 7,48000.0,Dammam,0,Other,Full,1989,5.0,67000,0,37
BMW,The 7,48000.0,Dammam,1,Other,Full,1989,5.0,67000,0,37
BMW,The 7,48000.0,Jeddah,1,Saudi,Full,2009,1.0,327000,0,17
BMW,The 7,46000.0,Dammam,1,Saudi,Full,2009,4.4,285000,0,17
BMW,The 7,45000.0,Riyadh,1,Saudi,Full,2010,2.0,205,0,16
BMW,The 7,45000.0,Riyadh,1,Saudi,Full,2010,2.0,205,0,16
BMW,The 7,45000.0,Riyadh,1,Gulf Arabic,Standard,2012,2.0,224000,0,14
BMW,The 7,34000.0,Abha,1,Saudi,Full,2003,2.0,106000,0,23
BMW,The 7,34000.0,Abha,1,Saudi,Full,2003,2.0,106000,0,23
BMW,The 7,33000.0,Dammam,1,Other,Full,1989,5.0,176000,0,37
BMW,The 7,33000.0,Dammam,1,Other,Full,1989,5.0,176000,0,37
BMW,The 7,26000.0,Jeddah,0,Saudi,Full,2006,2.8,220,0,20
BMW,The 7,26000.0,Al-Medina,1,Saudi,Semi Full,2008,2.0,176000,0,18
BMW,The 7,26000.0,Al-Medina,1,Saudi,Semi Full,2008,2.0,176000,0,18
BMW,The 7,26000.0,Jeddah,1,Saudi,Full,2006,2.8,220,0,20
BMW,The 7,11500.0,Riyadh,0,Saudi,Full,2004,3.6,297000,0,22
BMW,The 7,11500.0,Riyadh,1,Saudi,Full,2004,3.6,297000,0,22
BMW,The 7,150981.0,Jeddah,0,Saudi,Semi Full,2012,2.0,100000,1,14
BMW,The 7,150981.0,Jeddah,0,Gulf Arabic,Standard,2014,2.0,182,1,12
BMW,The 7,150981.0,Riyadh,0,Gulf Arabic,Full,2020,2.0,22000,1,6
BMW,The 7,150981.0,Qassim,0,Saudi,Semi Full,2015,1.6,122,1,11
BMW,The 7,150981.0,Jeddah,0,Saudi,Full,2004,2.0,240,1,22
BMW,The 7,150981.0,Riyadh,0,Saudi,Standard,2010,2.0,352000,1,16
BMW,The 7,150981.0,Qassim,0,Gulf Arabic,Full,2002,3.6,288000,1,24
BMW,The 7,150981.0,Makkah,1,Saudi,Full,2016,2.0,99000,1,10
BMW,The 7,150981.0,Jeddah,1,Saudi,Full,2003,2.0,300,1,23
BMW,The 7,150981.0,Qassim,1,Saudi,Standard,2010,2.0,290,1,16
BMW,The 7,150981.0,Makkah,1,Saudi,Full,2014,2.0,138100,1,12
BMW,The 7,150981.0,Riyadh,1,Saudi,Full,2014,2.0,113000,1,12
BMW,The 7,150981.0,Riyadh,1,Saudi,Standard,2010,2.0,149,1,16
BMW,The 7,150981.0,Riyadh,1,Gulf Arabic,Full,2011,6.0,144000,1,15
BMW,The 7,150981.0,Hafar Al-Batin,1,Saudi,Full,2014,2.0,188000,1,12
BMW,The 7,150981.0,Jeddah,1,Saudi,Semi Full,2012,2.0,100000,1,14
BMW,The 7,150981.0,Riyadh,1,Saudi,Semi Full,2015,2.0,124000,1,11
BMW,The 7,150981.0,Qassim,1,Saudi,Standard,2010,2.0,290,1,16
BMW,The 7,150981.0,Jeddah,1,Other,Full,2020,9.0,710000,1,6
BMW,The 7,150981.0,Riyadh,1,Gulf Arabic,Full,2020,2.0,22000,1,6
BMW,The 7,150981.0,Riyadh,1,Saudi,Standard,2010,2.0,149,1,16
BMW,The 7,150981.0,Jeddah,1,Saudi,Full,2003,2.0,300,1,23
BMW,The 7,150981.0,Hail,1,Other,Semi Full,2007,6.0,223000,1,19
BMW,The 7,150981.0,Makkah,1,Saudi,Full,2016,2.0,99000,1,10
BMW,The 7,150981.0,Jeddah,1,Saudi,Full,2004,2.0,240,1,22
BMW,The 7,150981.0,Makkah,1,Saudi,Full,2014,2.0,138100,1,12
BMW,The 7,150981.0,Jeddah,1,Gulf Arabic,Full,2012,2.0,164,1,14
BMW,The 7,150981.0,Riyadh,1,Gulf Arabic,Full,2018,2.0,24000,1,8
BMW,The 7,150981.0,Riyadh,1,Saudi,Standard,2010,2.0,352000,1,16
BMW,The 7,150981.0,Qassim,1,Saudi,Semi Full,2015,1.6,122,1,11
BMW,The 7,150981.0,Riyadh,1,Saudi,Full,2014,2.0,113000,1,12
BMW,The 7,150981.0,Jeddah,1,Saudi,Full,2014,2.0,53716,1,12
BMW,The 7,150981.0,Jeddah,1,Gulf Arabic,Standard,2014,2.0,182,1,12
BMW,The 7,150981.0,Dammam,1,Gulf Arabic,Full,2017,2.0,51000,1,9
BMW,The 7,150981.0,Qassim,1,Gulf Arabic,Full,2002,3.6,288000,1,24
BMW,The 7,150981.0,Riyadh,1,Saudi,Full,2014,3.6,110000,1,12
BMW,The M,385000.0,Riyadh,1,Saudi,Full,2020,6.0,13000,0,6
BMW,The M,385000.0,Riyadh,1,Saudi,Full,2020,6.0,13000,0,6
BMW,The M,220000.0,Jeddah,1,Saudi,Full,2015,3.0,20000,0,11
BMW,The M,135000.0,Dammam,0,Gulf Arabic,Standard,2018,2.0,1600,0,8
BMW,The M,135000.0,Dammam,1,Gulf Arabic,Standard,2018,2.0,1600,0,8
BMW,The M,252000.0,Al-Ahsa,0,Saudi,Full,2007,2.0,145000,1,19
BMW,The M,252000.0,Al-Ahsa,1,Saudi,Full,2007,2.0,145000,1,19
BMW,X,465000.0,Dammam,0,Gulf Arabic,Full,2020,3.0,2300,0,6
BMW,X,465000.0,Dammam,1,Gulf Arabic,Full,2020,3.0,2300,0,6
BMW,X,410000.0,Qassim,1,Other,Full,2020,4.0,1000,0,6
BMW,X,410000.0,Qassim,1,Other,Full,2020,4.0,1000,0,6
BMW,X,270000.0,Riyadh,1,Other,Standard,2020,3.0,15900,0,6
BMW,X,270000.0,Riyadh,1,Other,Standard,2020,3.0,15900,0,6
BMW,X,266000.0,Riyadh,1,Other,Standard,2020,3.0,55000,0,6
BMW,X,266000.0,Riyadh,1,Other,Standard,2020,3.0,55000,0,6
BMW,X,262000.0,Riyadh,0,Other,Standard,2020,3.0,11578,0,6
BMW,X,262000.0,Riyadh,1,Other,Standard,2020,3.0,11578,0,6
BMW,X,257000.0,Riyadh,0,Other,Standard,2020,3.0,20000,0,6
BMW,X,257000.0,Riyadh,1,Other,Standard,2020,3.0,20000,0,6
BMW,X,220000.0,Riyadh,1,Gulf Arabic,Full,2019,3.0,14000,0,7
BMW,X,220000.0,Riyadh,1,Gulf Arabic,Full,2019,3.0,14000,0,7
BMW,X,170000.0,Dammam,0,Gulf Arabic,Semi Full,2017,3.0,71000,0,9
BMW,X,170000.0,Riyadh,0,Gulf Arabic,Full,2015,1.6,72000,0,11
BMW,X,170000.0,Dammam,1,Gulf Arabic,Semi Full,2017,3.0,71000,0,9
BMW,X,170000.0,Riyadh,1,Gulf Arabic,Full,2015,1.6,72000,0,11
BMW,X,161500.0,Riyadh,1,Gulf Arabic,Full,2016,4.4,130341,0,10
BMW,X,161500.0,Riyadh,1,Gulf Arabic,Full,2016,4.4,130341,0,10
BMW,X,160000.0,Riyadh,1,Gulf Arabic,Full,2016,3.0,130000,0,10
BMW,X,160000.0,Riyadh,1,Gulf Arabic,Full,2016,3.0,130000,0,10
BMW,X,150000.0,Riyadh,1,Saudi,Full,2015,3.0,98000,0,11
BMW,X,150000.0,Riyadh,1,Saudi,Full,2015,3.0,98000,0,11
BMW,X,140000.0,Dammam,0,Saudi,Full,2015,3.6,62300,0,11
BMW,X,140000.0,Dammam,1,Saudi,Full,2015,3.6,62300,0,11
BMW,X,130000.0,Dammam,1,Gulf Arabic,Semi Full,2020,2.0,22000,0,6
BMW,X,130000.0,Dammam,1,Gulf Arabic,Semi Full,2020,2.0,22000,0,6
BMW,X,105000.0,Riyadh,1,Saudi,Full,2014,5.0,138000,0,12
BMW,X,105000.0,Riyadh,1,Saudi,Full,2014,5.0,138000,0,12
BMW,X,72000.0,Jeddah,0,Saudi,Full,2015,2.0,92000,0,11
BMW,X,72000.0,Jeddah,1,Saudi,Full,2015,2.0,92000,0,11
BMW,X,61000.0,Jeddah,1,Saudi,Semi Full,2010,3.0,200,0,16
BMW,X,61000.0,Jeddah,1,Saudi,Semi Full,2010,3.0,200,0,16
BMW,X,48000.0,Riyadh,0,Other,Full,2011,3.0,290,0,15
BMW,X,48000.0,Riyadh,1,Other,Full,2011,3.0,290,0,15
BMW,X,45000.0,Riyadh,1,Other,Full,2011,6.0,160000,0,15
BMW,X,45000.0,Jeddah,1,Other,Full,2012,3.0,294000,0,14
BMW,X,35000.0,Jeddah,0,Saudi,Full,2009,3.0,180000,0,17
BMW,X,35000.0,Riyadh,1,Saudi,Full,2008,3.0,300000,0,18
BMW,X,35000.0,Jeddah,1,Saudi,Full,2009,3.0,180000,0,17
BMW,X,28000.0,Riyadh,1,Saudi,Full,2007,4.8,260000,0,19
BMW,X,28000.0,Riyadh,1,Saudi,Full,2007,4.8,260000,0,19
BMW,X,16000.0,Jeddah,1,Saudi,Full,2004,3.0,150,0,22
